"LKNTS_NM","DGNSS_ENGN_NM","OCCRRNC_LVSTCKCNT","LVSTCKSPC_NM","OCCRRNC_DE","FARM_LOCPLC"
"돼지오제스키병","경기 남부지소",4,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 능원리"
"돼지오제스키병","경기 남부지소",2,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",3,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 매산리"
"돼지오제스키병","경기 남부지소",44,"돼지",1997-09-26,"경기도 용인시 처인구 백암면 고안리"
"돼지오제스키병","경기 남부지소",15,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",10,"돼지",1997-02-14,"경기도 용인시 처인구 백암면 장평리"
"돼지오제스키병","경기 남부지소",16,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",33,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",6,"돼지",1997-10-16,"경기도 용인시 처인구 백암면 장평리"
"돼지오제스키병","경기 남부지소",3,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",3,"돼지",2001-10-29,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",33,"돼지",2001-03-29,"경기도 용인시 모현면 갈담리"
"돼지오제스키병","경기 남부지소",71,"돼지",2001-04-04,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",27,"돼지",2001-04-04,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",1,"돼지",2001-03-01,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",29,"돼지",2001-10-09,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",6,"돼지",2001-04-10,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",27,"돼지",2001-10-09,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",64,"돼지",2001-09-27,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",23,"돼지",2001-09-27,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",3,"돼지",2001-10-09,"경기도 용인시 포곡면 신원리"
"돼지오제스키병","경기 남부지소",1,"돼지",2001-04-10,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",4,"돼지",2001-02-19,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",8,"돼지",2001-10-09,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",34,"돼지",2001-09-27,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",31,"돼지",2001-09-27,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",71,"돼지",2001-03-08,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",4,"돼지",2001-10-09,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",6,"돼지",2001-04-10,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",1,"돼지",2001-03-13,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",2,"돼지",2001-10-09,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",10,"돼지",2001-10-09,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",9,"돼지",2001-02-26,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",16,"돼지",2001-10-09,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",7,"돼지",2001-10-09,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",12,"돼지",2001-04-10,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",2,"돼지",2001-08-30,"경기도 용인시 처인구 모현면 매산리"
"돼지오제스키병","경기 남부지소",12,"돼지",1995-07-24,"경기도 용인시 처인구 백암면"
"돼지오제스키병","경기 남부지소",15,"돼지",2001-10-09,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",31,"돼지",2001-09-27,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",2,"돼지",2001-10-22,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",10,"돼지",2001-09-27,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",24,"돼지",2001-09-27,"경기도 용인시 처인구 모현면 매산리"
"돼지오제스키병","경기 남부지소",8,"돼지",2001-03-02,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",3,"돼지",2002-12-07,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",27,"돼지",1998-05-28,"경기도 안성시 일죽면 월정리"
"돼지오제스키병","경기 남부지소",1,"돼지",2002-01-17,"경기도 안성시 일죽면 죽림리"
"돼지오제스키병","경기 남부지소",13,"돼지",2002-03-21,"경기도 안성시 일죽면 죽림리"
"돼지오제스키병","경기 남부지소",47,"돼지",2002-01-21,"경기도 안성시 일죽면 장암리"
"돼지오제스키병","경기 남부지소",6,"돼지",2002-01-21,"경기도 안성시 일죽면 죽림리"
"돼지오제스키병","경기 남부지소",1,"돼지",2002-01-21,"경기도 안성시 삼죽면 미장리"
"돼지오제스키병","경기 남부지소",7,"돼지",2002-01-21,"경기도 안성시 일죽면 죽림리"
"돼지오제스키병","경기 남부지소",20,"돼지",2002-01-21,"경기도 안성시 일죽면 장암리"
"돼지오제스키병","경기 남부지소",23,"돼지",2002-03-21,"경기도 안성시 일죽면 월정리"
"돼지오제스키병","경기 남부지소",2,"돼지",2002-12-17,"경기도 안성시 일죽면 죽림리"
"돼지오제스키병","경기 남부지소",26,"돼지",2001-10-09,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",12,"돼지",2001-04-18,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",11,"돼지",2001-05-02,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",1,"돼지",2001-12-14,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",26,"돼지",2001-04-04,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",25,"돼지",2001-09-27,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",2,"돼지",2001-07-05,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",6,"돼지",2001-06-14,"경기도 용인시 처인구 백암면 근곡리"
"돼지오제스키병","경기 남부지소",7,"돼지",2001-12-24,"경기도 용인시 처인구 모현면 능원리"
"돼지오제스키병","경기 남부지소",11,"돼지",2001-04-18,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",4,"돼지",2001-12-14,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",4,"돼지",2002-10-12,"경기도 용인시 처인구 모현면 매산리"
"돼지오제스키병","경기 남부지소",2,"돼지",1999-11-30,"경기도 용인시 처인구 백암면 고안리"
"돼지오제스키병","경기 남부지소",24,"돼지",1999-05-28,"경기도 용인시 처인구 백암면 장평리"
"돼지오제스키병","경기 남부지소",32,"돼지",2001-12-14,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",27,"돼지",2001-09-27,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",10,"돼지",1998-06-16,"경기도 용인시 처인구 백암면 장평리"
"돼지오제스키병","경기 남부지소",4,"돼지",2001-05-10,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",2,"돼지",2002-09-18,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",3,"돼지",2002-09-18,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",101,"돼지",2001-01-31,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",18,"돼지",2001-09-24,"경기도 용인시 처인구 백암면 근창리"
"가금티프스","익산지소",2500,"닭-육계",2000-09-20,"전라북도 익산시 낭산면 호암리"
"돼지오제스키병","익산지소",5,"돼지-육성돈",2001-10-12,"전라북도 익산시 왕궁면 온수리"
"가금티프스","익산지소",5000,"닭-육계",2000-11-28,"전라북도 익산시 낭산면 호암리"
"뉴캣슬병","익산지소",20000,"닭-육계",2000-04-28,"전라북도 익산시 용동면 화실리"
"뉴캣슬병","익산지소",12000,"닭-육계",2000-05-18,"전라북도 익산시 망성면 장선리"
"뉴캣슬병","익산지소",30000,"닭-육계",2000-05-18,"전라북도 익산시 황등면 죽촌리"
"뉴캣슬병","익산지소",20000,"닭-육계",2000-06-05,"전라북도 익산시 정족동"
"돼지오제스키병","익산지소",1,"돼지-육성돈",2001-10-12,"전라북도 익산시 왕궁면 온수리"
"뉴캣슬병","익산지소",10000,"닭-육계",2000-06-22,"전라북도 군산시 서수면 화등리"
"돼지오제스키병","익산지소",27,"돼지-육성돈",2001-10-12,"전라북도 익산시 왕궁면 온수리"
"돼지오제스키병","익산지소",11,"돼지-육성돈",2001-10-12,"전라북도 익산시 왕궁면 온수리"
"돼지오제스키병","익산지소",6,"돼지-육성돈",2001-10-12,"전라북도 익산시 왕궁면 온수리"
"뉴캣슬병","익산지소",6000,"닭-육계",2000-07-06,"전라북도 군산시 서수면 관원리"
"돼지오제스키병","익산지소",4,"돼지-육성돈",2001-10-12,"전라북도 익산시 왕궁면 구덕리"
"뉴캣슬병","익산지소",40000,"닭-육계",2000-07-06,"전라북도 익산시 용동면 화실리"
"뉴캣슬병","익산지소",32500,"닭-육계",2000-12-12,"전라북도 익산시 낭산면 호암리"
"돼지오제스키병","익산지소",71,"돼지-육성돈",2001-10-12,"전라북도 익산시 왕궁면 온수리"
"뉴캣슬병","익산지소",24000,"닭-육계",2000-12-12,"전라북도 익산시 낭산면 삼담리"
"돼지오제스키병","익산지소",1,"돼지-육성돈",2001-10-15,"전라북도 익산시 왕궁면 구덕리"
"돼지오제스키병","익산지소",2,"돼지-육성돈",2001-10-15,"전라북도 익산시 왕궁면 구덕리"
"돼지오제스키병","익산지소",38,"돼지-육성돈",2001-10-15,"전라북도 익산시 왕궁면 온수리"
"돼지오제스키병","익산지소",3,"돼지-육성돈",2001-10-15,"전라북도 익산시 왕궁면 온수리"
"돼지오제스키병","익산지소",2,"돼지-육성돈",2001-10-15,"전라북도 익산시 왕궁면 온수리"
"돼지오제스키병","익산지소",7,"돼지-육성돈",2001-10-15,"전라북도 익산시 왕궁면 온수리"
"돼지오제스키병","익산지소",8,"돼지-육성돈",2001-10-15,"전라북도 익산시 왕궁면 온수리"
"돼지오제스키병","익산지소",2,"돼지-육성돈",2001-10-15,"전라북도 익산시 왕궁면 온수리"
"돼지오제스키병","익산지소",3,"돼지-육성돈",2001-10-15,"전라북도 익산시 왕궁면 온수리"
"돼지오제스키병","익산지소",30,"돼지-육성돈",2001-10-15,"전라북도 익산시 왕궁면 온수리"
"돼지오제스키병","익산지소",4,"돼지-육성돈",2001-10-15,"전라북도 익산시 왕궁면 구덕리"
"브루셀라병","충북 축산위생연구소",3,"소-젖소",2003-09-19,"충청북도 청주시 청원구 오동동"
"가금티프스","경북대학교",35000,"닭",2003-09-29,"경상북도 영주시 장수면 갈산리"
"돼지오제스키병","경기 남부지소",13,"돼지",2001-04-10,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",1,"돼지",2002-12-07,"경기도 용인시 처인구 포곡읍 신원리"
"결핵병","경북 북부지소",1,"소-젖소",2003-10-02,"경상북도 의성군 의성읍 도서리"
"브루셀라병","경북 북부지소",2,"소-젖소",2003-10-06,"경상북도 안동시 녹전면 사신리"
"브루셀라병","충남 공주지소",3,"소-젖소",2003-10-04,"세종특별자치시  전동면 청송리"
"브루셀라병","충남 공주지소",2,"소-젖소",2003-10-04,"세종특별자치시  연서면 기룡리"
"브루셀라병","충남 공주지소",3,"소-젖소",2003-10-04,"세종특별자치시  연서면 기룡리"
"결핵병","강원 가축위생시험소",1,"소-젖소",2003-09-25,"강원도 철원군 동송읍 이평리"
"결핵병","강원 가축위생시험소",1,"소-젖소",2003-09-26,"강원도 철원군 동송읍 이평리"
"가금티프스","제일바이오",500,"닭-산란계",2003-09-01,"강원도 원주시 호저면 만종리"
"가금티프스","조류질병과",42000,"닭-육계",2003-09-09,"경기도 연천군 미산면"
"가금티프스","조류질병과",15000,"닭-육계",2003-09-15,"경기도 양평군 양평읍"
"가금티프스","조류질병과",38000,"닭-육계",2003-09-27,"경기도 연천군 미산면"
"가금티프스","조류질병과",13000,"닭-육계",2003-09-29,"경기도 양평군 양동면 쌍학리"
"돼지생식기호흡기증후군","병리진단과",10,"돼지-육성돈",2003-09-04,"강원도 원주시 문막읍 취병리"
"돼지오제스키병","경기 남부지소",3,"돼지",2003-07-15,"경기도 용인시 처인구 포곡읍 신원리"
"돼지생식기호흡기증후군","병리진단과",200,"돼지-육성돈",2003-10-10,"충청북도 증평군 증평읍 연탄리"
"돼지열병","경북 동부지소",25,"돼지-육성돈",2003-10-11,"경상북도 경주시 천북면 오야리"
"브루셀라병","익산지소",1,"소-젖소",2000-09-08,"전라북도 군산시 나포면 나포리"
"브루셀라병","익산지소",1,"소-젖소",2000-11-06,"전라북도 군산시 나포면 나포리"
"브루셀라병","정읍지소",3,"소-젖소",2003-10-11,"전라북도 정읍시 고부면 백운리"
"가금티프스","축산진흥연구소",15000,"닭-육계",2000-02-09,"전라북도 김제시 금구면 월전리"
